iter	MultiClass
130	0.07880742508
131	0.07801811803
132	0.07713041634
133	0.07642481477
134	0.07582037076
135	0.07495678293
136	0.073961208
137	0.0733443106
138	0.07280232884
139	0.07191894869
140	0.07076027038
141	0.07010462073
142	0.06934586913
143	0.06885741362
144	0.06825908045
145	0.06763637592
146	0.06686598623
147	0.06619750556
148	0.06560449588
149	0.06515220787
150	0.06451939441
151	0.06374050452
152	0.06312257494
153	0.06251834854
154	0.0617710112
155	0.06114298642
156	0.06041671308
157	0.0600550504
158	0.05962425288
159	0.05918079122
160	0.05877248858
161	0.05823959976
162	0.05784565767
163	0.05727672287
164	0.05676941819
165	0.05604917698
166	0.05545480256
167	0.05516830906
168	0.0546905208
169	0.0540270011
170	0.05343814446
171	0.05294989047
172	0.05243039322
173	0.05192235642
174	0.05168004048
175	0.05130261139
176	0.05096088252
177	0.05044069967
178	0.05008765303
179	0.04963488799
180	0.04905173995
181	0.04861390638
182	0.04821295605
183	0.04778642006
184	0.04728472214
185	0.04700471508
186	0.0466152553
187	0.0461843532
188	0.04587603857
189	0.04543269164
190	0.04498710509
191	0.04453441985
192	0.04407391539
193	0.04373619419
194	0.04339999528
195	0.0431176882
196	0.04277719755
197	0.04240983806
198	0.04196047126
199	0.04173466683
200	0.04139979005
201	0.04114722525
202	0.04085632354
203	0.04063626697
204	0.04032047687
205	0.04000590188
206	0.03970016809
207	0.03934348303
208	0.03913713719
209	0.03872512679
210	0.03830974555
211	0.03804503697
212	0.03769919789
213	0.03747935329
214	0.03713423371
215	0.03679744597
216	0.03645778983
217	0.03610919539
218	0.03582095064
219	0.03549996805
220	0.03521785563
221	0.0349775939
222	0.03462898932
223	0.03437361064
224	0.03405742884
225	0.03386483907
226	0.03369348478
227	0.0334928508
228	0.03329514747
229	0.03304586524
230	0.03280158914
231	0.03262819264
232	0.0323212355
233	0.03208467959
234	0.03185264087
235	0.03162376331
236	0.03137999532
237	0.03119082638
238	0.03096084784
239	0.03080869016
240	0.03060766704
241	0.03034143187
242	0.03005990019
243	0.02980073547
244	0.02971277642
245	0.02957590439
246	0.02935437207
247	0.02919842215
248	0.02904005133
249	0.02882265763
250	0.02858436778
251	0.02837990056
252	0.02827023141
253	0.02799934521
254	0.02780424607
255	0.02763308736
256	0.02741393753
257	0.02724759566
258	0.02708692079
259	0.02695691072
260	0.02679376158
261	0.02661754622
262	0.02643502835
263	0.02633795815
264	0.02620588705
265	0.02600357441
266	0.02581918173
267	0.0255839432
268	0.02539126227
269	0.02525082678
270	0.02515752882
271	0.02506490265
272	0.02498727035
273	0.02482625901
274	0.02466499141
275	0.02448335491
276	0.02442878528
277	0.0243829671
278	0.02423406522
279	0.0241130263
280	0.02396973454
281	0.02385760443
282	0.02371755006
283	0.02360319376
284	0.02351305922
285	0.02338206368
286	0.02317899172
287	0.02300100732
288	0.02285704258
289	0.02276883145
290	0.02263839629
291	0.02250756639
292	0.02237719414
293	0.02228193762
294	0.02215058436
295	0.02202924366
296	0.02192548157
297	0.02177384713
298	0.02164774577
299	0.02155331356
300	0.0214016606
301	0.02126515202
302	0.0211454192
303	0.02109314759
304	0.02097838276
305	0.02081467892
306	0.02073227064
307	0.02059800849
308	0.02050122752
309	0.02039416744
310	0.02031826373
311	0.02022853063
312	0.02010396861
313	0.01997907822
314	0.01990982935
315	0.01977389199
316	0.01966182714
317	0.01957256017
318	0.0195079597
319	0.01944919555
320	0.01936398884
321	0.01925826606
322	0.01914987756
323	0.01904989276
324	0.01898298703
325	0.01892407426
326	0.0188521399
327	0.01877609707
328	0.0186365015
329	0.01850348943
330	0.01843351446
331	0.01831091872
332	0.01821839982
333	0.01812126965
334	0.01803797474
335	0.0179567921
336	0.01783945298
337	0.01768154523
338	0.0176327718
339	0.01755779859
340	0.01750595247
341	0.01747532594
342	0.01738239576
343	0.01729124012
344	0.01721990838
345	0.01708846603
346	0.01701195268
347	0.01689265763
348	0.01677826731
349	0.01670183202
350	0.01663259923
351	0.01657632797
352	0.01650883001
353	0.01646477724
354	0.01638870245
355	0.01629035958
356	0.01622053928
357	0.0161867021
358	0.01610234878
359	0.016010457
360	0.01589390768
361	0.01581793653
362	0.01576592774
363	0.0157126194
364	0.01563781598
365	0.01558022751
366	0.01549824739
367	0.01545652629
368	0.01538920897
369	0.01528578976
370	0.01521672657
371	0.01515280274
372	0.0150971235
373	0.01500675221
374	0.01493350166
375	0.01486170519
376	0.01480360268
377	0.0147344095
378	0.01467183725
379	0.01461930957
380	0.01457221184
381	0.01445898855
382	0.01440807552
383	0.01435031377
384	0.0142737433
385	0.01421580182
386	0.01414196553
387	0.01406674196
388	0.01399038231
389	0.01394638727
390	0.01391911259
391	0.01383406762
392	0.01378729417
393	0.01371343669
394	0.01365300406
395	0.01362487451
396	0.01353580417
397	0.01350230067
398	0.01341225477
399	0.0133383611
400	0.01329816576
401	0.01324805228
402	0.01318977219
403	0.01310159645
404	0.01304074127
405	0.01301122131
406	0.01295279411
407	0.01289742168
408	0.01283925937
409	0.0127832603
410	0.01273143699
411	0.01268881955
412	0.01261396709
413	0.01254505884
414	0.01249429766
415	0.01246019143
416	0.01242718552
417	0.01235826084
418	0.01232508117
419	0.01226989229
420	0.01223119231
421	0.012182845
422	0.01210550616
423	0.01205817331
424	0.01201235999
425	0.01196505133
426	0.01189496746
427	0.01185567037
428	0.01180515217
429	0.01176151894
430	0.01174018317
431	0.01170117724
432	0.01163711698
433	0.01158933198
434	0.01153859563
435	0.01151082801
436	0.01146269736
437	0.01143162089
438	0.01137044476
439	0.01132340074
440	0.0112772544
441	0.01121912534
442	0.01118510486
443	0.01114387717
444	0.01108005881
445	0.01102703523
446	0.01099804264
447	0.01097182789
448	0.01090758477
449	0.01088082672
450	0.0108468894
451	0.01080704623
452	0.01077317837
453	0.01071131288
454	0.01069444505
455	0.01064938031
456	0.01057962032
457	0.0105594957
458	0.01052379183
459	0.01046681355
460	0.01043558235
461	0.01042201626
462	0.01036739936
463	0.01034490589
464	0.01029146644
465	0.01025461751
466	0.01020948186
467	0.01016167949
468	0.01010521003
469	0.01007199196
470	0.01003973951
471	0.009991771463
472	0.009944761695
473	0.009911651087
474	0.009880414431
475	0.009858450371
476	0.009816896212
477	0.009780801189
478	0.0097546544
479	0.00971280102
480	0.009688935125
481	0.009634491192
482	0.009597890912
483	0.009574248024
484	0.009554090192
485	0.009529387075
486	0.009517817943
487	0.009483025273
488	0.009468870037
489	0.009443987588
490	0.009428070285
491	0.009385777866
492	0.009369426401
493	0.009318045706
494	0.009287630973
495	0.009265559587
496	0.009225441704
497	0.00918802404
498	0.009145955473
499	0.009107584353
500	0.009089633368
501	0.00905856194
502	0.009041614711
503	0.009007902709
504	0.008962625606
505	0.008928370117
506	0.008901360872
507	0.008874482878
508	0.008824245249
509	0.008808171602
510	0.008779060184
511	0.008748457879
512	0.008720685921
513	0.008693372602
514	0.008660635672
515	0.008641038182
516	0.008614578181
517	0.008599437181
518	0.008570124413
519	0.008537528863
520	0.008497574914
521	0.008477366667
522	0.008443284471
523	0.008423476282
524	0.00840501822
525	0.008368806959
526	0.008345591129
527	0.008319345968
528	0.00829587828
529	0.008272832108
530	0.008232757944
531	0.008196972661
532	0.00816841501
533	0.008149653162
534	0.00812191265
535	0.008103790368
536	0.008076740613
537	0.008056319229
538	0.00803862739
539	0.008002905087
540	0.007972903329
541	0.007952250884
542	0.007924791767
543	0.007888214043
544	0.007868939234
545	0.007841074511
546	0.0078173421
547	0.007795051613
548	0.007760808843
549	0.007738167684
550	0.007694674906
551	0.00767547169
552	0.007651816634
553	0.00760584964
554	0.007586433629
555	0.007564351589
556	0.007546008717
557	0.007515109755
558	0.007472230211
559	0.007450906928
560	0.00743015678
561	0.007419735757
562	0.007401421389
563	0.007382041025
564	0.007356263109
565	0.007319194085
566	0.007296611778
567	0.007280650546
568	0.007252025151
569	0.007214773879
570	0.007185878281
571	0.007173328154
572	0.007157780366
573	0.00713743511
574	0.007121553391
575	0.007101725705
576	0.007087393386
577	0.007073658504
578	0.007061391181
579	0.007034400604
580	0.007017067313
581	0.006993955366
582	0.006976200112
583	0.006954217567
584	0.006923882072
585	0.006910313296
586	0.006888605791
587	0.006865447338
588	0.006855068237
589	0.006830095218
590	0.006812285285
591	0.006804635755
592	0.006784149144
593	0.006776900212
594	0.006750758131
595	0.006727195959
596	0.006710654347
597	0.006687967027
598	0.006678384523
599	0.006664152556
600	0.006655464846
601	0.006640484687
602	0.006622633717
603	0.006600517558
604	0.006577024837
605	0.006557549284
606	0.006539943163
607	0.00652262958
608	0.00650881854
609	0.006493665335
610	0.00648257613
611	0.006470781812
612	0.006458813843
613	0.00644328882
614	0.006433618499
615	0.006420301434
616	0.006401047544
617	0.006377078731
618	0.006360728167
619	0.006346228177
620	0.006309868856
621	0.006293155431
622	0.00627673054
623	0.006262026344
624	0.006248148122
625	0.006236541642
626	0.006226934292
627	0.006210406699
628	0.006199289171
629	0.006191472157
630	0.006177241169
631	0.00616677422
632	0.006151647473
633	0.00614445743
634	0.006133372712
635	0.006121635567
636	0.006108479443
637	0.006097763823
638	0.006078104621
639	0.006061764675
640	0.006044931262
641	0.006025159304
642	0.006008436433
643	0.005985525644
644	0.005965006309
645	0.005952780087
646	0.005931669835
647	0.005921827567
648	0.00590832891
649	0.005895287542
650	0.005875794415
651	0.005861018843
652	0.005834449189
653	0.005817783447
654	0.005806253732
655	0.00579860941
656	0.005780675041
657	0.005773067575
658	0.005755162314
659	0.005736828952
660	0.005721504569
661	0.005711606899
662	0.005692043306
663	0.005680156464
664	0.005655244287
665	0.005639735612
666	0.005628469766
667	0.00561842327
668	0.005610876443
669	0.005589604876
670	0.005583860261
671	0.005574043622
672	0.005568788757
673	0.005543281543
674	0.005524903566
675	0.005519988378
676	0.005499198982
677	0.005484292797
678	0.005470206489
679	0.005454908326
680	0.005439932391
681	0.00542421211
682	0.005413418281
683	0.005398044589
684	0.005378505283
685	0.00536338146
686	0.005349649699
687	0.005335375907
688	0.005327570239
689	0.005314007852
690	0.005296185869
691	0.005279125489
692	0.005264353356
693	0.005254550993
694	0.005241695771
695	0.00522875848
696	0.005218577184
697	0.005214724695
698	0.005205608923
699	0.005192396841
700	0.005180142446
701	0.005164963586
702	0.005156267289
703	0.00514784055
704	0.005140294793
705	0.005134222682
706	0.005122594985
707	0.005114007841
708	0.005102025688
709	0.005094474945
710	0.005078036076
711	0.005068284767
712	0.005056248622
713	0.005048693218
714	0.005044064134
715	0.005041017127
716	0.005032422966
717	0.005021335302
718	0.00501234834
719	0.005004217689
720	0.004991514767
721	0.004981097207
722	0.004969906904
723	0.00495731356
724	0.004947636464
725	0.004927794577
726	0.004920511631
727	0.004908681615
728	0.004902832711
729	0.004896052565
730	0.004881634881
731	0.004869895336
732	0.004859260092
733	0.004850551123
734	0.00483563454
735	0.004822342543
736	0.004814797494
737	0.004802235877
738	0.004785482243
739	0.004768363749
740	0.004757975244
741	0.0047503388
742	0.004742510631
743	0.004738505904
744	0.004727400305
745	0.004710383526
746	0.004698068437
747	0.004693206279
748	0.004679682755
749	0.004665521872
750	0.004657646401
751	0.004641725311
752	0.004637618592
753	0.004625557258
754	0.004614941615
755	0.004599113258
756	0.004589483888
757	0.004575816819
758	0.004570749656
759	0.004553459485
760	0.00454294009
761	0.00453214914
762	0.004519490275
763	0.004504109766
764	0.004498598405
765	0.004489586356
766	0.004485536622
767	0.004480465408
768	0.004473894437
769	0.004459721188
770	0.004450060233
771	0.004444063825
772	0.004436098955
773	0.004426376995
774	0.004417608532
775	0.004411236361
776	0.004400817996
777	0.004387527958
778	0.00437483346
779	0.004364601903
780	0.004355049063
781	0.004344681647
782	0.00433846117
783	0.004331904095
784	0.004323726535
785	0.004319390101
786	0.004310970157
787	0.004301061598
788	0.004288985848
789	0.004282082114
790	0.004274064296
791	0.004267229227
792	0.004262688206
793	0.004256273168
794	0.004236961907
795	0.004229820173
796	0.004224332121
797	0.004214830545
798	0.004202589739
799	0.004190111346
800	0.004183627805
801	0.004179881522
802	0.004173821031
803	0.004167480231
804	0.004158891624
805	0.004151569583
806	0.004147351964
807	0.00414212496
808	0.004135189459
809	0.004127393195
810	0.004119696863
811	0.004113098242
812	0.004105691122
813	0.004091540767
814	0.004080364722
815	0.004072859677
816	0.004063326271
817	0.004050566388
818	0.004040820364
819	0.004028280527
820	0.004017887179
821	0.004001381019
822	0.003994782488
823	0.003990779059
824	0.003986064582
825	0.003975341012
826	0.00396532549
827	0.003952664296
828	0.003947926127
829	0.003935253848
830	0.003927733551
831	0.003913613911
832	0.003904664142
833	0.003899641478
834	0.003890966405
835	0.003887535175
836	0.003876500257
837	0.003867253183
838	0.00386128205
839	0.003851183766
840	0.003844948999
841	0.003834917079
842	0.003827385657
843	0.003818477163
844	0.003812473788
845	0.003805524716
846	0.003796476652
847	0.003790950028
848	0.003779720424
849	0.003770615156
850	0.003758818519
851	0.003755854813
852	0.003745943673
853	0.003742531435
854	0.003736000696
855	0.003729640528
856	0.003723828977
857	0.003719759592
858	0.003713298109
859	0.003706311914
860	0.003702357854
861	0.003695381909
862	0.003687818229
863	0.003675744096
864	0.003668269763
865	0.003661528324
866	0.003653942642
867	0.003647219931
868	0.003639804044
869	0.003630796303
870	0.003623411954
871	0.003615151203
872	0.003610139307
873	0.003607944081
874	0.003602280416
875	0.003599816075
876	0.003595565375
877	0.003593032431
878	0.003585615856
879	0.003582016018
880	0.0035757924
881	0.003570430399
882	0.003562134626
883	0.003553937821
884	0.003547713717
885	0.003541265318
886	0.00353288189
887	0.003525933662
888	0.003518539516
889	0.003513297208
890	0.003508032838
891	0.003503017326
892	0.003494527217
893	0.00348927299
894	0.003482703101
895	0.003479332833
896	0.003473338103
897	0.003463785757
898	0.003460562445
899	0.003455569981
900	0.003447109348
901	0.003441236541
902	0.003435876758
903	0.003428034954
904	0.003424414282
905	0.003417867703
906	0.003412299736
907	0.003407858434
908	0.003400953074
909	0.003396234608
910	0.003393601278
911	0.003390633012
912	0.00338449925
913	0.003380037945
914	0.003373592196
915	0.003369418998
916	0.003368114774
917	0.003362201985
918	0.003355918424
919	0.003350378257
920	0.003344100155
921	0.00334054114
922	0.003334815555
923	0.003329372817
924	0.003322598481
925	0.003318241819
926	0.003308681746
927	0.003305973801
928	0.003302705898
929	0.003301315327
930	0.00329940201
931	0.003298311992
932	0.003297076702
933	0.003293221169
934	0.003288062661
935	0.003281512458
936	0.003274657401
937	0.003270708286
938	0.003263865996
939	0.003259492834
940	0.003249795371
941	0.003240088359
942	0.003233017245
943	0.003226862159
944	0.003222054982
945	0.003220801251
946	0.003212010338
947	0.003210076485
948	0.003203200865
949	0.003198588453
950	0.003194946154
951	0.003188381849
952	0.003178918268
953	0.003177846801
954	0.003170085631
955	0.00316403107
956	0.003158660722
957	0.003146621514
958	0.00313982059
959	0.003135293752
960	0.003127578825
961	0.003124423004
962	0.003120608112
963	0.00311781403
964	0.003111765901
965	0.003103390113
966	0.003093776546
967	0.003090094583
968	0.00308177249
969	0.003078160782
970	0.003073678628
971	0.003070505173
972	0.003066832607
973	0.003062093108
974	0.003055217724
975	0.003047270723
976	0.00303986752
977	0.003033820501
978	0.003027532358
979	0.003023200156
980	0.003017215925
981	0.003010444785
982	0.003002006353
983	0.002996608922
984	0.00299298462
985	0.002987034614
986	0.00297944952
987	0.002971394627
988	0.002966987436
989	0.002965590626
990	0.002962261302
991	0.002958362781
992	0.002952411465
993	0.002945652981
994	0.00293976163
995	0.002934716843
996	0.002932163638
997	0.002925567693
998	0.002922436044
999	0.002918403383
